grant_id,book,snippet
II_7_2650,7,"MR. WILLIAM SYMONDS, son & heire of Mr. William Symonds, dec’d., 800 acs., Up. Par. of Surry Co., on the Burchen Sw., one of the maine brs. "
II_7_2669,7,"SAME. 277 acs., in the upper part of New Kent Co., in parish; on S. side of York Riv; same date & page. Trans. of 6 pers.*"
II_7_2671,7,"JOHN BROTHERS, 400 acs., at a lace called the Beare Garden; in the p. Par. of Nanzamund, on S. side of the Mossie Sw., 4 Nov. 1685, p. 487. "
II_7_2672,7,"CHARLES ROWNTREE (Rountree), 3$0 acs., in the Up. Par. of Nanzamund, 4 Nov, 1685, ». 487. Beg. at Michael Brinckly, by the Scypresse Sw. Tra"
II_7_2673,7,"MR. THOMAS TILLY, 220 acs., Nanzimund Co., 4 Nov. 1685, p. 487. Adj. Col. Edward Carter, William Twise, Thomas Addison & Richard Russell. Gr"
II_7_2691,7,"JOHN GAMON, 800 acs. Low. Nerf. Co; bet. the Cyprus & Richford (Ridgford) Swamps; towards head of the S. br. of Eliz. Riv., 20 Apr.’1686, p."
II_7_2701,7,"GEORGE SPIVEY, 800 acs. Up. Par. of Nansamond Co., 27 Apr. 1686, p. 501. Beg. at Mr. James Petter’s (or Potter’s) land, in possession of Rob"
II_7_2703,7,"RICHARD SKEATE, 100 acs., Up. Par. of Nenzemond Co; at the mouth of a br, of Orapeake Sw., 27 Apr. 1686, p. 502. Trans. of 2 pers: Jeremiah "
II_7_2704,7,"THOMAS HARRALL, 140 acs., Up. Par. of Nansamond Co., 27 Apr. 1686, p. 502. Adj. land formerly belcnging to Mr, James Petters, & now sd. Herr"
II_7_2705,7,"MICHAELL THOMAS & JAMES KNIGHT, 450 acs., Up. Par. of Nansamond Co; at mouth of a br. of Orapeake Sw., 27 Apr. 1686, p. 502. Trans. of 9 per"
II_7_2706,7,"JOHN WALLIS, 250 acs., Un. Par. of Nansamond Co., 27 Apr. 1686, p. 503. Beg. et Mr. Henry Plumton, oti the southerne br; neare Jonathan Robi"
II_7_2707,7,"GEORGE LAWRANCE, 830 acs., Up. Par. of Nensamond, on the Black Water; adj. Coleman’s corner; 27 Apr. 1686, p. 503. Trans, of 17 pers: James "
II_7_2719,7,"MR. ABELL GOWER & MR, EDWARD STRATTON, 487 acs., Hen-. rico Co., 27 Apr. 1686, p. 508. Granted to George Browning, dec’d., & found to eschea"
II_7_2720,7,"WILLIAM CARPENTER, 450 acs.,. Up. Par. of Surry Co., bet. brs. of Burchen Sw. & Cyprus Sw., 27 Apr. 1686, p. 509. Bet. Jeremy (Jeremiah) Ell"
II_7_2721,7,"JOHN TURNER, 340 acs., 27 Apr. 1686, p. 509. 87 acs. being part of 1200 acs. granted Mr. Tohn Seward, 15 Apr. 1648; 253 acs, being waste adj"
II_7_2723,7,"NICHOLAS WYATT, 115 acs., neer his dwelling house, in Mercht. Brendon Parish; 27 Apr. 1686, p. 510. Bet. Capt. Wyat & Elizabeth Wheeler, Orp"
II_7_2724,7,"THOMAS HARRIS, 240 acs., 27 Apr. 1686, p. 511. Adj. Mathew Tomlin; Mrs. Hardy; William Westray; & John Turner. Trans. of 5 pers: Jno. Martin"
II_7_2725,7,"JOHN COLLINS, 1550 acs., Up. Par. of Surry Co., bet. Cyprus Sw. & maine Blackwater, 27 Apr. 1686, p. 511. Adj. Col. Brown; Wm. Foremzn, near"
II_7_2731,7,"CAVALIERS AND PIONEERS Mr. Cowles’ line; to Peashill Cr; through Bassett’s field, &c. Trans. of 1 pers.*"
II_7_2732,7,"WILLIAM PEAWD, 400 acs., in the up. part of Jas. City Co., on W. side of Chickahominy Riv., 30 Oct, 1686, p. 515. From Capt. Duke's cor. in "
II_7_2738,7,"MR. JOHN BUCKNER & MAJ. HENRY WHITEING, 2400 acs., on S. side of 2 cr. on the northermost river of Mockjeck Bay, dividing this & land of Geo"
II_7_2741,7,"MR. TAMES TAYLER, 950 acs. Nev Kent Co., which he lives upon; in the freshes of Mattopony Riv., 30 Oct. 1686, p. 520. Adj. George Weston; la"
II_7_2747,7,"JOHN EVANS, 460 acs., Un. Par. of Nanzemond Co., 30 Oct. 1686, pr. 523. Beg. by the S. branch; adj. lands of Richard Guid’s (?); Thomas Cowl"
II_7_2753,7,"THOMAS SANDERS, 165 acs., Up. Por. cf Nenzemond Co., 30 Oct. 1686, p. 526. Adj. Gresham Conhell; & Wm. Senders; By Dumplin Island Cr; down N"
II_7_2754,7,"ROBERT & FRANCIS ROUND.TREE (Rountree), 490 acs., Up. Par. of Nanzemond Co., by the maine run cf Cypress Sw., 30 Oct. 1686, p. 527. 400 acs,"
II_7_2755,7,"WILLIAM SANDERS, 165 acs., Up. Par. of Nanzemond Co., 30 Oct, 1686, p. 527. Beg. on Dumpling Is. Creek, cor. of Capt. Jossy; to Thomas Sande"
II_7_2757,7,"ANN HOOD, 250 acs., in the Up. Par. of Nanzemond Co., 30 Oct. 1686, p. 528. Adj. Gresham Cophell; Thomss Mansfield; & Capt. Jossy’s fence. t"
II_7_2758,7,"JOHN HUDNELL, in right cf his wife Mary, & THOMAS HASWEEL, in the right of Elizabeth, his wyfe, 90 acs., in the Low. Per. of Nanzemond Co; b"
II_7_2761,7,"ELIZABETH RIVER PARISH, 100 acs., for a Gleahe, 30 Oct. 1686, p. 531. In sd, parish, on E, side of sd. river; beg. on a poynt on S, side of "
II_7_2773,7,"SAME. 170 acs., same Co. & date; p. 537. Called Hobson's Choice on S., side of Assowomen Inlett. Granted to Benjamin Eyres & John Stokeley, "
II_7_2774,7,"SAME. 200 acs., same Co., date & page. On S. end of Assateag Island; W. & N. by Assateage, al/as Mattopany, Inlet; running to the extent of "
II_7_2782,7,"SAME. 309 acs., same Co. & date, p. 341. Granted to John Standford, dec’d., & found, &c. (as above.)"
II_7_2785,7,"FRANCIS REE, 330 acs., cn NW side of Up. Chiposkes Cr., bet. his & land of Mr. John Terry; 30 Oct. 1686, p. 542. Trans. of 7 pers: V/7m. Wil"
II_7_2787,7,"SAME. 265 A., 1 R., 13 P., same Co., Westover Par., p. 543. S. side James Riv; beg, on the lower King’s field Br; by Richd. Pace; crossing u"
II_7_2788,7,"MR. WILLIAM THOMPSON & MR. EDWARD CHILTON, 1160 acs., Up. Par. of Surry Co; bet. branches of Gray's Cr. & Pigeon & Cypress Swamps; 30 Oct. 1"
II_7_2795,7,"SAME. 956 acs., same Co., & date; p. 348. N. side of Tames Riv; beg. at mouth of Shaccoe Cr; down the river 250 po. to Gillie’s Run, the div"
II_7_2796,7,"SAME. 1820 acs., same Co. & date, p. 549. In Virina Parish, on S. side of James Riv, 300 acs. purchased of Wm. Gyles, 29 Mar. 1683; the resi"
II_7_2804,7,"EDWARD JONES, 533 acs., 20 Apr. 1687, p. 554. Upon Pruit (Pruett), & Fields’ line; upon Amond’s Creek; to Bayly’s land, &c. (No county given"
II_7_2805,7,"JOHN EVANS, 125 acs., Rapa. Co., S. side of Rappa. Riv., on brs. of Hoskins’ Cr; adj. John Medors; & James Tayler; on the Rowling Path, &c; "
II_7_2806,7,"JOHN KEMBROW, Planter, 575 acs., in the up. parts of New Kent Co., on §. side Pomunky Riv., 20 Apr. 1687, B. 556. Beg. at land now, or late,"
II_7_2820,7,"CAVALIERS AND PIONEERS Arundell, Jonas Rashley, Francis Buller, Jno. Elliott, Wm. Seawen, Wm. Cotten, Jno. Speckott, Humph. Noy, Tho. Robins"
II_7_2827,7,"AMBROSE BENNET, 750 acs., Js. of Wight Co; upon the Lower Bay Cr., 8 Apr. 1641, p. 568. (By Sir Francis Wyatt.) Including a small island; a "
II_7_2840,7,"MR. EDWARD BAYLY, 220 a¢s., Up. Par. of Surry Co., on N” side of the Cyprus Sw., 20 Apr. 1687, p. 575. Adj. Mr. Christopher Foster; near Fra"
II_7_2842,7,"MR. THOMAS MOORE, 1150 acs., Up. Par, of Is. cf Wight Co., on the maine Blackwater Sw; adj. Mr. Christopher Holeman; 20 Apr. 1687, p. 576. T"
II_7_2845,7,"JOHN FLOYD, 466 acs., on Prout’s Is.. N’-mpton Co., 20 Apr. 1687, p. $78. The next island §. of Hog Is., & S. on inlet between this & Rack I"
II_7_2859,7,"WILLIAM KIDD, 420 acs., Middle. sex Co; on brs. of Burnham’s Cr. & White Oake Sw., 21 Oct. 1687, p. 586. Beg. at Mr, Henry Thacker, neer br."
II_7_2871,7,"WILLIAM WINSTON, 266 ae, whereon he Nves; part of pate. to Mr. Moses Davis; adj. John Lewis’ plantation; Mr, Crafford; & land of George Phil"
II_7_2878,7,"RALPH WORMELEY, ESQR., 1500 acs., in the freshes & on S. side of Rappa. Riv., 21 Oct. 1687, p. 599. Granted to Henry Berry, who sold to John"
II_7_2880,7,"GEORGE WILLIAMS, 150 aes., adj. lind he lives on; in Up. Par. of Surry Co; adj. Thomas Warren, Peter Deberry, & Richard Piland; 21 Oct. 1687"
II_7_2881,7,"MR. JAMES BLAIRE, Clerk, 453 acs., on N. side of James Riv., bet. E. br. & the maine br. of Cornelius Run; adj. Mr. Hatcher's line; Beaucham"
II_7_2892,7,"WILLIAM HOWELL, 550 acs., at Summerton; in the Uv. Par, of Nansamond; at mouth of the Back Sw., adj. John Nash; 21 Oct. 1687, p. 607. Trans."
II_7_2899,7,"JOHN SMITH, of Rappa, Co., 634 acs., according to bounds of patt, granted him 19 Nov. 1663 for 473 acs; the bounds includ, 161 acs. more tha"
II_7_2900,7,"ARTHUR OWNBEE, of Rappa. Co., 78 acs., on §. side the river; cor. to the Orphts. of Tymothy Bell, on N. side of Coleman’s Cr., nigh Wm. Veal"
II_7_2903,7,"CAPT. EDMUND BACON, 243 acs. in the up. part of New Kent Co., next below North Wales devident, on Pomunky River; 21 Oct. 1687, p. 614. Trans"
II_7_2906,7,"WALTER CLOTWORTHY, 1075 A., 25% P., upon the run & brs. of Branch’s brook & the back of Col, Wm. Byrd’s land at Falling Creek; 21 Oct. 1687,"
II_7_2911,7,"SAME. 400 acs., same Co., Parish, date & page. Beg. at Col. William Clayborne’s land called Bese Land; to Gyles Rogers; over the King’s Road"
II_7_2912,7,"SAME. 134 acs., same Co. & date, p. 620. Beg. at forke of a br. of Exall Br. Granted to Gabriel! Hill, 29 Nov. 1665, deserted, & now granted"
II_7_2914,7,"ROBERT HARRIS, 135 acs. in Yorke Co. & Par., 21 Oct. 1687, p. 621. Beg. on a br, of Brockas Sw; along land now or late of Bryan Kenady; of M"
II_7_2922,7,"CAVALIERS AND PIONEERS to forke of Gregory's Cr; on Richard Gregory’s lyne, in sieht of John Gatewood’s plantation; to the Rowleing Roade &c"
II_7_2928,7,"MILES & RICHARD LEWIS**, 400 acs., Nanzeond Co., in Chuckatuck Pag., 29 Jan. 1667, p. 629. (By Siv Wm. Berkeley.) Adj. lands of Thomas Jorde"
II_7_2941,7,"WILLIAM WHITTINGTON, 230 acs., Chas. Citv Co., Bristol! Par; on S. side of the N’mose Black Water; 23 CAVALIERS AND PIONEERS Apr, 1688, p. 6"
II_7_2951,7,"HENRY PEWE (Pew), 411 acs., on N. side of James Riv., bet. the brs. & maine run of 4 Mi. Cr., 23 Apr. 1688, p. 637. Beg. by a slash of Lemma"
II_7_2966,7,"GEORGE PARKER, 250 acs., Acco mack Co., neer Mattomkin; E. from the Root Branch where Gargatha Path crosses it, &c; 23 Apr. 1688, p. 647. Gr"
II_7_2969,7,"MR. WILLIAM EDWARDS, 480 acs., 23 Apr. 1688, p. 648. On W. side of Greene Sw., cor. of John Clarke, in Owens’ lyne; adj. John Clements; Syon"
II_7_2970,7,"SAME. 290 acs., Lower Par. of Surry Co; on heads of Blackwater Brs; adj. Thomas Lane; 2 br, dividing this & land of Mr. Robt. Ruffin; adj. M"
II_7_2980,7,"WILLIAM DODSON & JAMES FRANKLING (Franklyn), 360 aes., CAVALIERS AND PIONEERS Henrico Co., Bristoll Par; on N. side the gr. branch of Swift "
II_7_2989,7,"JOSEPH GREGORY, 500 acs., upon a be. of Cow Cr. in Ware River, in Mobjack Bay; 1652, p. 661. Granted by virtue of an Act of Assembly, 25 Apr"
II_7_2990,7,"ANTHONY GREGORY, son & heire of Joseph Gregory; 500 acs., upon a br. of Cow Cr., in Ware Riv.,; in Mobjack Bay; 30 Apr. 1688, p. 662. Adj. R"
II_7_2997,7,"MR. ABRAHAM BAYLY, 142 acs., Henrico-Co., in Verina Par., on N. side of Jame$ Riv., called Moxnt Peloin (or Pelom); of Oct. 1688, p. 667. Be"
II_7_3000,7,"THOMAS BAGE, 290 acs., Up. Par. of Surry Co; adi, Francis Sowersby; Mr. Nicholas Merrywether ¢: Denll. Regan: 20 Oct. 1688, p. 669. Trans. o"
II_7_3001,7,"THOMAS TYAS, 500 acs., Surry Ce, in Southwark Par; on E. side of the head of the maine br. of Mr. Jno. Barker's reedy swamp; 20 Oct. 1688, p"
II_7_3003,7,"MR. WALTER COTTON & THOMAS COTTON, 314 acs., Up. Par. of Surry Co; Adj Mr. John Barker & sd. Thomas Cotton; 20 Oct. 1688, p. 676. Trans. of "
II_7_3004,7,"JOHN KING, 117 acs., in Up. Par. of Surry Co., on W. side of the Deep Sw; adj. Robert Burgess; & Thomas: Sowersby; 20 Oct. 1688, p. 671. Tra"
II_7_3005,7,"FRANCIS DAVIS, 100 acs., in Is. of Wight Co; adj. Robert Lawrence, Junr; Giles Lemscott; John Somerlin; & Richard Booth; 20 Oct. 1688, p. 67"
II_7_3021,7,"ROBERT JONES, of New Kent Co., in St. Stephen’s Par; 455 acs., on N. side of Mattopany Riv; 20 Oct. 1688, Pp. 682. 250 acs. part granted him"
II_7_3027,7,"MR. HENRY GAULER, 1091 acs; cn back of land purchased by Henry Corbyn, Esqr., & another taken by sd. Corbyn, dec’d; crossing the maine br. o"
II_7_3033,7,"MR. ROBERT YARD & MR. JOHN WATERS, 900 acs., on S. side of Rappa. River; on the point of an island; adj. Mr. John Cox; in a marsh at mouth o"
II_7_3038,7,"MR. JOHN BARKER, 244 acs., Up. Par. of Surry Co; adj. Mr. Benjamin Harrison, & Thomas Cotten; 20 Apr. 1689, p. 695. Trans. of 5 pers: Math. "
II_7_3054,7,"MR. JOSHUA STOREY & MR. JOHN GWINN (Gwynn), 2500 acs., 20 Apr. 1689, p. 702. Part of 6000 acs. granted Mr. John Pate & Robert Beverley, 15 J"
II_7_3055,7,"SAMUEL GREEN, of Rappa. Co., 180 acs., on S. side of Rappa. Riv., & N. side of Dragon Sw; adj. Tho. Crow; William Cheyney; Thomas Hines; & l"
II_7_3069,7,"MR. HENRY RANDOLPH, 1000 acs., on N. side of Swift Cr; in Bristol! Par; next to Mr. Willm. Walthall, & on N. side of Appamattock Riv; above "
II_7_3078,7,"THOMAS CARDWELL, Planter, 550 acs., Henricoe Co., in Varina Par; N. side of James Riv., 20 Apr. 1689, p. 716. Beg. at Samuell Bridgewater, o"
II_8_3084,8,"EDMUND JENNINGS, Esqr., 6513 acs., N. side of James Riv., about 12 or 14 mi. above the foot of the falls; 20 Oct. 1689, p. 2. Part of which "
II_8_3098,8,"JAMES KELLEY & USLEY YELLOTT, 350 acs., Up. Par. Nansemond Co., 20 Oct. 1689, p. 8. On W. side of a br. of Orapeak Sw., dividing this & lend"
II_8_3099,8,"WILLIAM SEAUELL, 80 acs., Low. Par. Nansemond, 20 Oct. 1689, p. 9. Beg. at land whereon Col. Edw: rd Carter formerly lived; by his own, to l"
II_8_3100,8,"THOMAS JERNAGAN, Junr.. 300 acs., at Summerton, Up. Par, of Nansemond; on the Back Sw; 20 Oct. 1689, p. 9. Imp. of 6 pers: Joan Harwell, Jno"
II_8_3101,8,"JOHN POWELL, 90 acs., Up. Par. Nansemond, at a place called Orapeak; 20 Oct. 1689, p. 10. Adj. Col. Jno. Lear; & Jno. Brothers. Imp. of 2 pe"
II_8_3102,8,"RICHARD & JOHN SANDERS, 350 acs., in the Western Br., in the Up. Par. Nansemond, 20 Oct. 1689, p. 10. Beg. at Tho. Mason; to Jno. Revnolds’,"
II_8_3103,8,"HENRY PLUMPTON, 620 acs.. on the Wn. Br., in the Up. Par. Nansemond Co., 20 Oct. 1689, p. 11. Beg. at Micha. Brinkley’s land: to Wm. Moore’s"
II_8_3109,8,"THOMAS SCOTT. 150 acs., in the Western Br. of Eliz, Riv.. 20 Oct. 1689, p. 14. Beg. et lend of Capt. Jno. Sipsey & adj, Richt? Pinner. Grant"
II_8_3110,8,"SAME. 150 acs., in Eliz. River, bet. the 2 main brs. of Church Cr., 20 Oct. 1689, p. 15. Bounded from Timber Neck Sw.. parallel to the Great"
II_8_3113,8,"MR. JAMES TAYLOR & JOHN NEAL, both of New Kent Co; 209 acs., of King’s land; in sd. Co., in St. Stephen’s Par; on N. side of Mattapony Riv.,"
II_8_3118,8,"MR. THOMAS TODD, 300 acs., on N. side of a Cr. near Horn Harbor; 20 Oct. 1689, p, 18. Adj. land of Mrs. Morrison, &c. Granted to Jno. Needle"
II_8_3127,8,"WILLIAM HOOD, 600 acs., Up. Par, of Nanzemond, at Sammerton; on the Knuckles Sw., 20 Oct. 1689, p. 24. Imp. of 1 2pers.*"
II_8_3130,8,"THOMAS TINSLEY, 111 acs., Rapp2. Co., on S. side & in the freshes of the river; 20 Oct. 1689, p. 25. Beg. at James Scott, att foot of Mount "
II_8_3137,8,"JOHN PARKER, of Mattebanyv. 200 acs., on sn islsnd on the N. side of the mouth of Pungoteag Cr.. in Accomck Co: 21 Apr. 1690, p. 30. Trans. "
II_8_3139,8,"MR. ROBERT ROWLING (Bolling), 166 ecs.. in the Co. of Happamoruck River. & *s known by the name of the Parcons cll house: 21 Anr. 1690, ph. "
II_8_3147,8,"MR. WM. BANKS, of New Kent Co., in St. Stephen’s Par., 1079 acs., on N. side of Mattapany River, in sd. county; called & anciently knowne by"
II_8_3149,8,"CAPT. JOHN LANE, of New Kent Co., in Straton Major Par., on N. side of Mattapony Riv; 140 aes., adj. Mr. Green, now Mr. Robt. Peyton’s land;"
II_8_3155,8,"SE from the Marsh of Muskeeta Point; 21 Apr. 1690, p. 40. Trans, of 11 pers: Eliza. Poole, Jo. Thorn, Reb. Hallawell, Jno. Irish, Anne Fish,"
II_8_3159,8,"MR. EDWARD & MR. JOHN LEWIS, 352 acs., on brs. of Assatiame Sw., on N, side of Mattapony Riv., 21 Apr. 1690, p. 42. Adj. plantation of Georg"
II_8_3164,8,"JAMES MURRAY, 50 acs., called the Rich Neck; in Nansamond Co., 21 Apr. 1690, p. 44. Escheated from Nicho. Ackerland by inquisition under Hon"
II_8_3170,8,"NICHOLAS COPELAND, 14534 acs., on S. side of Rappa. Riv., on NW side of Occupation Cr. upon Popoman: 21 Apr. 1690, p. 48. Beg. at land of Wm"
II_8_3178,8,"MR. JOHN SOAN, 82 acs.. James (City) Co; W. side of Chickahominy Riv., near Webb’s Run & adj. his own land; 21 Apr. 1690, p. 53. Imp. of 2 p"
II_8_3179,8,"JEREMIAH BENSKIN, 780 acs., on S. side of James Riv.. above land of Honble. Wm. Byrd, Esgr., at a place called Powhite Swamp; 21 Apr. 1690, "
II_8_3181,8,"MR. THOMAS WYNNE (Winn), 659 acs., on Black Water, 21 Apr. 1690, p. 55. Adj. John Wallice, dec’d; Herculus Flood; & Maj. Fra. Poythris,, dec"
II_8_3182,8,"NICHOLAS ROBINSON & NICHOLAS DARRELL, 289 acs., on Black Water, 21 Apr. 1690, p. 55. Beg. at land of Mr. Ja. Wallice, dec’d; cross the 2nd S"
II_8_3185,8,"HERCULES FLOOD (Fludd). 1254 acs., upon Black Water, on E. side of the Ready Br., 21 Apr. 1690, p. 37. Adj. William Harris, Adam Taplie, Cap"
II_8_3187,8,"SAME. 690 acs; same Co., Parish, date, & page. Adj. his own; land of Willm. Dodson; & Capt. Fra. Epes; on S. side of Swift Cr. & on the S. b"
II_8_3190,8,"MR. JOHN BROADNAX, 1129 acs., on S. side of James Riv; on back of land of Honble. Wm. Byrd, Esqr., at the falls of James Riv; beg. by a piny"
II_8_3201,8,"HENRY SOAN, Gent., 1500 acs., in the upper part of Jas. City Co., on W. side of Chickahomony River, 23 Apr. 1690, p. 66. Beg. by mouth of a "
II_8_3203,8,"SE from his plantation on Knott's Island; granted him, 20 Apr. 1682; 454 acs. adj. his own, & running to cr. dividing it from land of Rachel"
II_8_3220,8,"SAME. 2870 acs; same Co. & Par., & date; on S. side of Apamatock Riv; p. 75. Beg. at John Ellis’ land; crossing Powhipanock Mayn Branch, &c,"
II_8_3234,8,"CAVALIERS AND PIONEERS Church Yard along the rayles thereof; to Honble. NathI. Bacon, Esqr; along the old Great Road, &c. (date blank), p. 8"
II_8_3235,8,"MR. JAMES BARRET, 418 acs., on N. side of James Riv., & S. side of the run of Moses Creek; 23 Oct. 1690, p. 82. Granted Mr, Hen. Gauler, 20 "
II_8_3239,8,"JNO. WOODSON, JUNR., 732 acs: upon brs. of Chickahomcny Sw. at a place called Half Sink: upon Stoney Point; 23 Oct. 1690, p. 84. Imp. of 15 "
II_8_3269,8,"JOHN JAMESON, 89 acs., on N. side of James River, 23 Oct. 1690, p. 102. Beg. at Wm. Bartue; up the er. piney slash; to Robt. Bartue; to br. "
II_8_3274,8,"SAME. 1000 acs; county & date; page 106. On S. side of Tottapotamoy Cr., adj. Cornelius Debony, &c. Granted to Jno. Davies, 27 Feb. 1666, de"
II_8_3311,8,"MAJ. ARTHUR ALLEN, 200 acs., by the main Black Water; 28 Apr. 1691, p. 127. Granted to Richard Washington, 20 Apr, 1685, deserted, & now gra"
II_8_3312,8,"WM. BRECEY, JUNR., 720 acs., on both side of the Cyprus Sw., in the Up. Par. of Surry Co., 28 Apr. 1691, p. 127. Beg. at Jordan’s cor; adj. "
II_8_3318,8,"ALLEXANDER NEWMAN, 580 acs., on S. side of Rappa. Co., about 3% mi. from the river; near run of Occupace Cr., adj. Cornelius Nowell & Vall. "
II_8_3319,8,"WILLIAM CLIFTON, as marrying Eliza., sole heire to Jno. Rabley; 1650 acs, called Boar Quarter, in the low. part of York Co; formerly in the "
II_8_3337,8,"ABRAHAM EVANS, 190 acs., Up. Par. of Surry Co; bet. his own, land of Mr. Jno. Barker & Thomas Hunt; 28 Apr. 1691, p. 154. Imp. of 4 pers: Jn"
II_8_3338,8,"NICHOLAS SESSUMS, 260 acs., Up. Par. of Surry Co; bet. lands of Mr. Meriwether, Richard Smith & Joseph Wall; %4 mi. from the Pigeon Swamp; a"
II_8_3340,8,"JOHN STUART, 275 acs., Up. Pas. of Surry Co; S, side the Otterdam Sw., adj. Jethro Barker; 28 Apr. 1691, p. 156. Imp. of 6 Negroes: Tony, Ro"
II_8_3355,8,"JAMES HALL, SENR., 157 acs., Ches. City Co., in Bristoll Par; adj. Mr. Robert Bowling; & S-muel Woodard; 28 Apr. 1691, p. 165. Trans, of 4 p"
II_8_3359,8,"MR. MATHEW HUBBERD, 1500 acs., in up, part of Jas. City Co; on NE side of the head of Chickahominy Riv; taking in all that can -bee found of"
II_8_3360,8,"MR, WILLIAM KENDALL & MAJ. JOHN ROBINS, 1500 acs., N’smpton Co., called Jingoteague Island; NE on the Maryland line; 28 Apr. 1691, p. 168. G"
II_8_3371,8,"SAME. 525 acs., bet, the 3rd Sw. & the maine Black Water; adj. Mr. Williamson & Mr. Tho. More; 20 Oct. 1691, p. 175. Granted Edward Boykin, "
II_8_3375,8,"THOMAS BIZELL, 170 acs., at Kinosayle, in the Up. Par. of Nansamond Co; adj. Francis Sanders, on S. side of Queens Graves Sw; 20 Oct.. 1691,"
II_8_3376,8,"THOMAS DAVIS, 500 acs., at Kingsayle, in the Up, Par, of Nansamond; S. side of Kingsale Sw., opposite William Collings; on line bet. James H"
II_8_3377,8,"WM. COLLINS, 100 acs., at Kingsayle, in Up. Par, of Nansamond; adj. Tho. Davis; from W. side of Capt. John’s Br. to run of Kingsayle Sw; 20 "
II_8_3384,8,"SAME. 1288 acs; same location, date & page. Adj. lands of Mr. William Cornix; Mr. Sprate’s (formerly Smith’s) ; & John Keeling. Imp. of 26 p"
II_8_3392,8,"THOMAS BODMAN, 200 acs., in Lynhaven Par; at time of survey in Low."
II_8_3395,8,"CAPT. THOMAS RUSSELL. 300 acs., from head of the S. br. of Eliz. River; adj. his own land; 20 Oct. 1691, p. 186. Imp. of 6 pers: Capt. Thoma"
II_8_3403,8,"SAME. Same Co., 20 Oct. 1691, p. 189. Beg. at a forke of Exoll Swamp, about 14 mi. above Gabriel Hill, &c. Granted to Shurley Mordit, 20 Oct"
II_8_3405,8,"ROBERT NASH, 333 acs., 20 Oct. 1691, p. 190 (County blank). Beg. close to the Indian Path; adj, Mr. Goodrich, just over a small br. of one o"
II_8_3409,8,"SAME. 278 acs; same Co., parish, date, & page. On N. side of Cole’s Br. of the main Sw. of Poropotanck Cr; cor, of Col. Richard Lee; along m"
II_8_3412,8,"MR, WM. HEYWARD, 150 acs., Gloeester Co., in Pettsoe Par., 20 Oct. 1691, p. 194. Beg. at his own land; along Mr. Edward Porties; to br. of a"
II_8_3428,8,"MR. JOHN BUCKNER, SENR., of Glocester Co., 3125 acs., in the freshes & on S. side of Rappa. River, on maine brs. of Pewmansend, brs, of Goul"
II_8_3432,8,"JOHN CLERKE, (Clark), of Rappa. Co., 104 acs., in King & Queen Co; on N. side of Mattopony Riv., 20 Oct. 1691, p. 207. Adj. land granted Mr."
II_8_3434,8,"MR. JOHN BLAND, 108 acs., in King & Queen Co., 20 Oct. 1691, p. 208. Imp. of 3 pers: Giles King, Jno. Stamford, & his wife."
II_8_3455,8,"JOHN RAWLINS, 220 acs., Up. Par. of Surry Co., 29 Apr. 1692, p. 220. Adj. Richard Washington, Abraham Evans, & Tho. Hunt. Imp. of 5 pers: Jo"
II_8_3456,8,"JOHN BROWNE, 220 acs., Low. Par, of Is. of Wight. Co; S. side of Kingsale Sw; adj. lands of Jonathan Robinson; 29 Apr. 1692, p. 220. Imp. of"
II_8_3457,8,"OWEN DANIELL, 175 acs., in Is, of Wight & Nansemond Counties; on brs. of Kingsale Sw; adj. Jonathan Robinson; on the Halfe Moon Swamp. 29 Ap"
II_8_3467,8,"SAME. 200 acs. at head of Julians Cr., a br. of the S. br. of Eliz. River; same date & page. Granted Mr. Edmond Bowman, 9 Mar, 1653, deserte"
II_8_3470,8,"JACOB WALKER & GEORGE WALKER, the younger, 125 acs., Eliz. Gity Co; on Mill Cr; adj. Kiteley’s orchard; by a br. of John’s, alias Hook's, Cr"
II_8_3474,8,"JAMES HOOD, of Jas. City Co., 232 acs., in said Co; on E, br. of Morgan’s Sw; 29 Apr, 1692, p. 232. Imp, of 5 pers: Robt. Bradly, Hanah Brad"
II_8_3489,8,"SAME. 344 acs., same location, date & page. In Varina Parish; on the middle run bet. Colson’s & the Deep bottom; on Mr. Francis Reeves; Henr"
II_8_3501,8,"JOHN WILLIAMS, of K. & Q. Co., 410 acs., near Poropotank Cr., on N. side of York River, 29 Apr. 1693, p. 248. Adj. Mr. Roger Shakleford, Joh"
II_8_3505,8,"JOSEPH BOOTH, 37 acs., in Up. Par. of Nansemond Co., at the White Marsh; 29 Apr. 1693, p, 251. Adj. lands of Robt. Lassister; & Capt. Jossy "
II_8_3508,8,"WM. JONES, 550 acs., in the Up. Por. of Nansemond; at a place called Ovrapeake;'29 Apr. 1693, p. 253. On S. side of Orapeake Sw., to mouth o"
II_8_3511,8,"HENRY PRICE & MR. FRANCIS TALIAFERRO, both of Rappa. Co., 806 acs., in said Co; S. side of the river, on the maine run of Pewmansend; p. 255"
II_8_3525,8,"CORNELIOUS VAUGHAN, 288 acs., King & Qu. Co., 29 Apr. 1693. p. 264. Beg. near head of the Gr. Meadow. &c. 150 acs. granted to John Derweod, "
II_8_3534,8,"MARTYN ELAM, 17 A, 2 R. Henrico Co., in Varina Par; S. side of James River; adj, his own, land of Thomas Wells; & Edward Stratton; 29 Apr. 1"
